Name,Age,Education,Skills,Interests,Recommended_Career
Hassan Mugisha 27,21,Master's,"public relations, social media management, video production, media strategy","advertising, content creation",Content Strategist
Oliver Kato 28,29,UCE Certificate,"broadcasting, research, public relations, photography","public relations, broadcasting, media",Advertising Executive
Monica Musoke 29,40,PhD,"video production, social media management, content creation, public relations, media relations","broadcasting, communications, social media",Public Relations Specialist
Monica Musoke 30,40,UACE Certificate,"advertising, research, media relations, content creation","media, content creation, communications",Social Media Manager
Timothy Nabimanya 31,39,UACE Certificate,"content creation, public speaking, public relations","social media, broadcasting",Advertising Executive
Zainab Najjuma 32,49,PhD,"broadcasting, advertising, photography, public speaking","social media, content creation",TV Producer
Timothy Nabimanya 33,37,UACE Certificate,"editing, media relations, video production","media, advertising, news",Advertising Executive
Zainab Najjuma 34,24,Bachelor's,"writing, media relations, journalism, public relations, media strategy","social media, content creation, advertising",Public Relations Specialist
Timothy Nabimanya 35,46,UACE Certificate,"public speaking, video production, content creation, editing, research","communications, public relations",Social Media Manager
George Kato 36,33,Bachelor's,"public relations, social media management, writing, advertising, research","advertising, content creation, media",Social Media Manager
Oliver Kato 37,29,Master's,"writing, advertising, research, broadcasting","media, public relations, advertising",Advertising Executive
George Kato 38,50,Bachelor's,"public speaking, media relations, research","content creation, broadcasting, advertising",Copywriter
Rita Kabugo 39,20,Master's,"research, public speaking, public relations","social media, communications, public relations",Film Editor
Evan Nsamba 40,23,Bachelor's,"research, photography, media strategy, public speaking, public relations","communications, news",Public Relations Specialist
Monica Musoke 41,32,UACE Certificate,"photography, advertising, social media management","public relations, social media",Radio Host
Timothy Nabimanya 42,29,UCE Certificate,"editing, journalism, broadcasting","communications, social media, news",Media Planner
Evan Nsamba 43,39,PhD,"editing, content creation, broadcasting, photography","advertising, communications, media",Copywriter
Monica Musoke 44,44,UCE Certificate,"writing, social media management, research, public speaking","content creation, public relations, communications",Public Relations Specialist
George Kato 45,50,UCE Certificate,"writing, social media management, media relations","media, news",Social Media Manager
Jasmine Olum 46,43,Bachelor's,"copywriting, content creation, editing, social media management, journalism","news, media, public relations",Advertising Executive
George Kato 47,28,UACE Certificate,"advertising, writing, social media management, public relations","communications, content creation, media",Content Strategist
Hassan Mugisha 48,28,UACE Certificate,"content creation, media relations, public relations","social media, advertising, public relations",Media Planner
Jasmine Olum 49,28,PhD,"public relations, photography, video production, advertising, journalism","news, public relations",Copywriter
Oliver Kato 50,38,PhD,"video production, public relations, editing","advertising, media",Journalist
Zainab Najjuma 51,27,UACE Certificate,"media strategy, public speaking, advertising, public relations, photography","social media, communications, broadcasting",Public Relations Specialist
Oliver Kato 52,27,Bachelor's,"media strategy, writing, editing","social media, news, media",Media Planner
Pauline Lwanga 53,38,UACE Certificate,"research, writing, advertising","advertising, news, communications",Content Strategist
Timothy Nabimanya 54,30,PhD,"writing, media strategy, content creation, video production","content creation, news, social media",Journalist
Zainab Najjuma 55,26,PhD,"photography, public speaking, editing, advertising, video production","news, broadcasting, communications",Social Media Manager
Hassan Mugisha 56,20,Master's,"editing, video production, content creation, broadcasting","content creation, communications",Copywriter
Rita Kabugo 57,20,UCE Certificate,"journalism, writing, copywriting","communications, news, social media",Media Planner
Zainab Najjuma 58,28,PhD,"research, copywriting, advertising","content creation, public relations",Social Media Manager
Evan Nsamba 59,35,Master's,"editing, advertising, copywriting","content creation, broadcasting, advertising",Film Editor
Jasmine Olum 60,48,Master's,"public relations, writing, media strategy, video production, research","news, content creation",Journalist
Oliver Kato 61,32,UACE Certificate,"photography, research, media relations, content creation, advertising","broadcasting, public relations",Radio Host
Evan Nsamba 62,47,Bachelor's,"editing, content creation, media relations","communications, social media, news",Radio Host
Oliver Kato 63,26,Bachelor's,"public speaking, media relations, video production, content creation","public relations, advertising",Advertising Executive
Jasmine Olum 64,35,UCE Certificate,"research, public relations, journalism","communications, news, advertising",Advertising Executive
Rita Kabugo 65,50,Master's,"public speaking, copywriting, content creation, media relations, media strategy","communications, content creation",Advertising Executive
Monica Musoke 66,30,Bachelor's,"public relations, advertising, video production, media strategy","social media, news, public relations",TV Producer
Timothy Nabimanya 67,26,Bachelor's,"public relations, video production, journalism","communications, broadcasting",Radio Host
Zainab Najjuma 68,26,UACE Certificate,"content creation, journalism, research, photography, copywriting","public relations, communications, advertising",Social Media Manager
Hassan Mugisha 69,25,Bachelor's,"media relations, media strategy, writing","advertising, content creation, social media",Media Planner
Monica Musoke 70,22,Bachelor's,"video production, media strategy, media relations, copywriting, photography","social media, advertising",Film Editor
Zainab Najjuma 71,32,UACE Certificate,"social media management, public relations, media relations, editing","content creation, broadcasting, communications",Journalist
Pauline Lwanga 72,37,UCE Certificate,"broadcasting, public speaking, media strategy, editing","news, broadcasting",Copywriter
Jasmine Olum 73,25,UCE Certificate,"public relations, social media management, video production, writing","broadcasting, advertising, media",Public Relations Specialist
Pauline Lwanga 74,44,PhD,"public relations, advertising, journalism, research, media strategy","communications, news",Content Strategist
Jasmine Olum 75,24,PhD,"journalism, photography, video production, copywriting","broadcasting, media, communications",Copywriter
Oliver Kato 76,42,PhD,"content creation, public speaking, social media management, broadcasting","media, broadcasting, public relations",Copywriter
Jasmine Olum 77,42,PhD,"social media management, editing, advertising, photography, media relations","news, advertising",Social Media Manager
Evan Nsamba 78,43,UACE Certificate,"advertising, media relations, copywriting, video production, journalism","communications, content creation, advertising",Radio Host
Evan Nsamba 79,45,UCE Certificate,"editing, video production, broadcasting","advertising, communications, content creation",Social Media Manager
George Kato 80,23,Bachelor's,"public relations, media strategy, media relations, photography, writing","broadcasting, communications, news",TV Producer
Timothy Nabimanya 81,27,Master's,"social media management, public relations, public speaking, research, broadcasting","news, broadcasting, content creation",TV Producer
Monica Musoke 82,36,UACE Certificate,"public speaking, copywriting, writing","media, public relations",Content Strategist
Evan Nsamba 83,26,PhD,"photography, public speaking, broadcasting","communications, media",Journalist
Oliver Kato 84,30,Master's,"copywriting, research, public speaking, public relations","news, broadcasting, public relations",Copywriter
Hassan Mugisha 85,25,PhD,"editing, video production, media relations","news, broadcasting, social media",TV Producer
Pauline Lwanga 86,42,PhD,"advertising, photography, social media management, video production","media, content creation, social media",Public Relations Specialist
Zainab Najjuma 87,35,Bachelor's,"social media management, journalism, media relations, research, advertising","media, content creation, advertising",Media Planner
Pauline Lwanga 88,24,Master's,"video production, advertising, research, writing, broadcasting","news, broadcasting, content creation",Journalist
